train1,train2,train3,train4,label
442.5399916,354.0319933,45.19365567,56.49206959,0.885079983
194.9016894,155.9213515,102.6158371,128.2697963,0.389803379
174.4638317,139.5710653,114.6369411,143.2961764,0.348927663
160.911176,128.7289408,124.2921747,155.3652184,0.321822352
174.1176708,139.2941367,114.8648492,143.5810615,0.348235342
399.2378815,319.3903052,50.09544667,62.61930834,0.798475763
384.684235,307.747388,51.9906931,64.98836638,0.76936847
386.9920575,309.593646,51.68064722,64.60080902,0.773984115
279.0650101,223.2520081,71.66788839,89.58486048,0.55813002
126.9667423,101.5733938,157.5215654,196.9019568,0.253933485
217.8398403,174.2718723,91.81057041,114.763213,0.435679681
296.7764748,237.4211798,67.39078633,84.23848291,0.59355295
250.0038209,200.0030567,79.99877733,99.99847166,0.500007642
323.7893114,259.0314491,61.76856151,77.21070189,0.647578623
307.8295762,246.263661,64.97101496,81.2137687,0.615659152
157.065289,125.6522312,127.3355821,159.1694776,0.314130578
100.427645,80.34211601,199.148352,248.93544,0.20085529
311.7137697,249.3710157,64.16142611,80.20178263,0.623427539
238.5177413,190.8141931,83.85120489,104.8140061,0.477035483
423.1599821,338.5279857,47.26344845,59.07931056,0.846319964
122.9800176,98.3840141,162.6280463,203.2850579,0.245960035
224.4193324,179.5354659,89.11888198,111.3986025,0.448838665
144.8396095,115.8716876,138.0837747,172.6047183,0.289679219
23.43641774,18.74913419,853.3727389,1066.715924,0.046872835
112.7763498,90.22107987,177.3421469,221.6776836,0.2255527
361.1032419,288.8825936,55.38582233,69.23227791,0.722206484
172.7203133,138.1762506,115.7941392,144.742674,0.345440627
283.9608613,227.1686891,70.43224163,88.04030204,0.567921723
169.9111489,135.9289191,117.7085796,147.1357245,0.339822298
141.5036193,113.2028955,141.339141,176.6739262,0.283007239
188.8135034,151.0508027,105.9246274,132.4057843,0.377627007
82.10262014,65.68209611,243.5975851,304.4969814,0.16420524
457.8933142,366.3146513,43.67829663,54.59787078,0.915786628
462.217685,369.774148,43.26965551,54.08706939,0.92443537
436.9147323,349.5317858,45.77552214,57.21940267,0.873829465
333.0832841,266.4666273,60.04504266,75.05630332,0.666166568
331.2871282,265.0297026,60.37059184,75.4632398,0.662574256
382.3824891,305.9059913,52.30365033,65.37956291,0.764764978
141.0153551,112.8122841,141.8285263,177.2856579,0.28203071
310.7775489,248.6220391,64.3547131,80.44339138,0.621555098
86.74619258,69.39695406,230.5576695,288.1970869,0.173492385
284.2840092,227.4272073,70.35218076,87.94022594,0.568568018
400.5692927,320.4554342,49.92893955,62.41117443,0.801138585
313.9160107,251.1328085,63.71130914,79.63913643,0.627832021
378.3197121,302.6557697,52.86533945,66.08167431,0.756639424
247.8688704,198.2950963,80.68782484,100.859781,0.495737741
140.6780568,112.5424455,142.168583,177.7107288,0.281356114
133.2955854,106.6364683,150.0424785,187.5530981,0.266591171
457.172944,365.7383552,43.74712079,54.68390098,0.914345888
270.2159098,216.1727278,74.01488689,92.51860862,0.54043182
61.22725514,48.98180411,326.6519127,408.3148909,0.12245451
482.4071803,385.9257442,41.45875272,51.82344091,0.964814361
480.5881876,384.4705501,41.61567121,52.01958901,0.961176375
39.3517243,31.48137944,508.2369415,635.2961769,0.078703449
103.457676,82.76614077,193.3157672,241.644709,0.206915352
285.584452,228.4675616,70.03182373,87.53977967,0.571168904
83.8956718,67.11653744,238.3913207,297.9891509,0.167791344
86.40085365,69.12068292,231.4791944,289.348993,0.172801707
236.8731872,189.4985498,84.43336383,105.5417048,0.473746374
167.0136536,133.6109229,119.7506885,149.6883606,0.334027307
441.1357565,352.9086052,45.33751732,56.67189665,0.882271513
377.7136844,302.1709475,52.95015994,66.18769993,0.755427369
387.7897986,310.2318389,51.57433246,64.46791558,0.775579597
74.83171588,59.8653727,267.2663558,334.0829447,0.149663432
444.9993167,355.9994534,44.94388924,56.17986154,0.889998633
210.1957517,168.1566014,95.14940162,118.936752,0.420391503
36.38762029,29.11009623,549.6374822,687.0468527,0.072775241
398.01474,318.411792,50.24939528,62.8117441,0.79602948
483.2235464,386.5788371,41.3887116,51.7358895,0.966447093
369.7787324,295.8229859,54.08639883,67.60799854,0.739557465
494.3617371,395.4893897,40.45620544,50.57025681,0.988723474
158.740875,126.9927,125.991494,157.4893675,0.31748175
429.4414925,343.553194,46.57211832,58.2151479,0.858882985
300.0722549,240.0578039,66.6506139,83.31326737,0.60014451
128.9089144,103.1271315,155.1483084,193.9353855,0.257817829
471.4748333,377.1798666,42.42007969,53.02509961,0.942949667
474.6934157,379.7547326,42.13245716,52.66557144,0.949386831
210.7810979,168.6248783,94.88516854,118.6064607,0.421562196
233.2768646,186.6214917,85.73503434,107.1687929,0.466553729
360.2284052,288.1827241,55.52033019,69.40041274,0.72045681
183.6197109,146.8957688,108.9207684,136.1509604,0.367239422
6.076305519,4.861044415,3291.473731,4114.342164,0.012152611
115.9547687,92.76381493,172.4810478,215.6013098,0.231909537
272.0266189,217.6212951,73.52221662,91.90277078,0.544053238
351.1957169,280.9565736,56.94830271,71.18537839,0.702391434
311.543386,249.2347088,64.19651612,80.24564514,0.623086772
449.890626,359.9125008,44.45524944,55.5690618,0.899781252
299.7389347,239.7911478,66.7247317,83.40591463,0.599477869
217.1174214,173.6939372,92.11605346,115.1450668,0.434234843
208.4057787,166.7246229,95.96662879,119.958286,0.416811557
10.25195519,8.201564156,1950.847387,2438.559233,0.02050391
417.5938464,334.0750771,47.89342605,59.86678256,0.835187693
13.18489225,10.5479138,1516.887633,1896.109542,0.026369784
77.36163816,61.88931052,258.5260664,323.157583,0.154723276
79.4037075,63.522966,251.8774076,314.8467595,0.158807415
303.8759812,243.100785,65.81632388,82.27040485,0.607751962
498.689115,398.951292,40.10514647,50.13143309,0.99737823
248.7532649,199.0026119,80.40095478,100.5011935,0.49750653
203.0668134,162.4534507,98.48975157,123.1121895,0.406133627
346.4877163,277.190173,57.72210402,72.15263002,0.692975433
234.4313225,187.545058,85.31283185,106.6410398,0.468862645
279.9652225,223.972178,71.43744435,89.29680544,0.559930445
105.2295886,84.18367086,190.0606119,237.5757649,0.210459177
72.86200469,58.28960375,274.4914868,343.1143585,0.145724009
232.2334696,185.7867757,86.1202308,107.6502885,0.464466939
424.1235535,339.2988428,47.15607005,58.94508757,0.848247107
51.70104432,41.36083546,386.8393814,483.5492267,0.103402089
37.58047051,30.06437641,532.1913145,665.2391432,0.075160941
390.1931275,312.154502,51.25666904,64.07083631,0.780386255
69.441123,55.5528984,288.0137753,360.0172192,0.138882246
386.2458254,308.9966603,51.78049492,64.72561865,0.772491651
485.7461097,388.5968878,41.17377288,51.46721611,0.971492219
253.3236057,202.6588846,78.95039999,98.68799999,0.506647211
261.2027108,208.9621686,76.56888375,95.71110469,0.522405422
319.4424543,255.5539634,62.60908571,78.26135714,0.638884909
296.3796232,237.1036985,67.48102244,84.35127805,0.592759246
448.8919205,359.1135364,44.55415455,55.69269319,0.897783841
106.3917657,85.11341258,187.9844729,234.9805911,0.212783531
155.0094552,124.0075642,129.0243874,161.2804842,0.31001891
148.8110638,119.0488511,134.3986091,167.9982614,0.297622128
278.0241625,222.41933,71.93619367,89.92024209,0.556048325
174.3231443,139.4585155,114.7294588,143.4118234,0.348646289
118.057109,94.4456872,169.4095355,211.7619194,0.236114218
244.6349502,195.7079602,81.75446715,102.1930839,0.4892699
469.111288,375.2890304,42.63380675,53.29225844,0.938222576
339.1780045,271.3424036,58.96608783,73.70760978,0.678356009
271.7226191,217.3780953,73.60447234,92.00559042,0.543445238
322.3544597,257.8835677,62.04350336,77.5543792,0.644708919
277.7168996,222.1735197,72.01578307,90.01972884,0.555433799
428.9017431,343.1213945,46.63072678,58.28840848,0.857803486
407.5520857,326.0416685,49.07348215,61.34185268,0.815104171
222.4657271,177.9725817,89.90148846,112.3768606,0.444931454
9.676383303,7.741106642,2066.887945,2583.609931,0.019352767
61.94449901,49.55559921,322.8696707,403.5870884,0.123888998
298.3689805,238.6951844,67.03109676,83.78887094,0.596737961
234.1879043,187.3503234,85.40150724,106.751884,0.468375809
409.9408778,327.9527023,48.78752298,60.98440373,0.819881756
394.2989347,315.4391478,50.72293694,63.40367117,0.788597869
379.4900359,303.5920287,52.70230601,65.87788251,0.758980072
498.1777539,398.5422031,40.14631292,50.18289116,0.996355508
81.59751065,65.27800852,245.1055166,306.3818957,0.163195021
116.0750307,92.86002454,172.3023452,215.3779315,0.232150061
135.9789238,108.7831391,147.081617,183.8520213,0.271957848
291.582438,233.2659504,68.59123661,85.73904577,0.583164876
432.8562033,346.2849626,46.20472076,57.75590095,0.865712407
335.1331693,268.1065355,59.6777694,74.59721176,0.670266339
41.44024742,33.15219793,482.6226011,603.2782514,0.082880495
193.3611851,154.6889481,103.4333752,129.291719,0.38672237
468.3448185,374.6758548,42.70357909,53.37947386,0.936689637
114.7879869,91.83038954,174.2342604,217.7928254,0.229575974
150.2168657,120.1734926,133.1408421,166.4260526,0.300433731
448.1731367,358.5385093,44.62561087,55.78201359,0.896346273
359.3604775,287.488382,55.65442293,69.56802866,0.718720955
198.1404424,158.5123539,100.9385048,126.173131,0.396280885
260.9881297,208.7905037,76.63183772,95.78979716,0.521976259
78.60949302,62.88759442,254.422198,318.0277475,0.157218986
202.6636767,162.1309414,98.68566643,123.357083,0.405327353
451.7386286,361.3909028,44.27338894,55.34173617,0.903477257
389.4142004,311.5313603,51.35919537,64.19899422,0.778828401
430.3251003,344.2600802,46.47648949,58.09561186,0.860650201
73.68108693,58.94486954,271.4400782,339.3000978,0.147362174
69.20617918,55.36494334,288.9915357,361.2394196,0.138412358
398.9248435,319.1398748,50.13475678,62.66844597,0.797849687
414.4649834,331.5719867,48.25498125,60.31872656,0.828929967
404.0141632,323.2113306,49.50321504,61.8790188,0.808028326
341.9847929,273.5878343,58.48213258,73.10266573,0.683969586
405.1069886,324.0855909,49.36967409,61.71209261,0.810213977
121.8554397,97.48435176,164.1289059,205.1611324,0.243710879
213.9233181,171.1386545,93.49144441,116.8643055,0.427846636
159.1433993,127.3147194,125.6728215,157.0910268,0.318286799
37.60693765,30.08555012,531.8167671,664.7709589,0.075213875
101.0812057,80.86496456,197.8607186,247.3258983,0.202162411
492.0972435,393.6777948,40.64237357,50.80296696,0.984194487
335.5986384,268.4789107,59.59499745,74.49374682,0.671197277
470.488507,376.3908056,42.50900862,53.13626078,0.940977014
416.9869149,333.5895319,47.96313574,59.95391967,0.83397383
355.9115997,284.7292798,56.19372905,70.24216131,0.711823199
0.396845591,0.317476473,50397.43532,62996.79415,0.000793691
76.69063558,61.35250847,260.788033,325.9850412,0.153381271
62.46020049,49.96816039,320.2039033,400.2548792,0.124920401
276.047846,220.8382768,72.45120832,90.56401041,0.552095692
485.4161287,388.3329029,41.2017624,51.502203,0.970832257
110.4619939,88.36959513,181.0577493,226.3221866,0.220923988
9.78943576,7.831548608,2043.018667,2553.773334,0.019578872
135.4747029,108.3797623,147.6290376,184.536297,0.270949406
302.8357952,242.2686362,66.04239101,82.55298876,0.60567159
68.95360621,55.16288497,290.0500945,362.5626182,0.137907212
311.9935602,249.5948482,64.10388722,80.12985903,0.62398712
66.23205232,52.98564185,301.9685983,377.4607479,0.132464105
293.5778472,234.8622778,68.12503119,85.15628899,0.587155694
172.6104295,138.0883436,115.8678537,144.8348171,0.345220859
124.8149637,99.85197094,160.2371976,200.296497,0.249629927
406.9264117,325.5411294,49.14893559,61.43616949,0.813852823
66.39915592,53.11932473,301.2086483,376.5108103,0.132798312
306.471087,245.1768696,65.25901088,81.5737636,0.612942174
435.2888249,348.2310599,45.94650461,57.43313076,0.87057765
485.6219979,388.4975983,41.18429578,51.48036973,0.971243996
428.137406,342.5099248,46.71397481,58.39246851,0.856274812
286.7848977,229.4279181,69.73867928,87.1733491,0.573569795
365.9628077,292.7702462,54.65036222,68.31295278,0.731925615
461.3696112,369.095689,43.3491923,54.18649038,0.922739222
4.888880686,3.911104549,4090.915955,5113.644943,0.009777761
137.1413712,109.713097,145.8349134,182.2936418,0.274282742
315.2994615,252.2395692,63.43176072,79.2897009,0.630598923
122.5671752,98.0537402,163.1758255,203.9697819,0.24513435
47.63131466,38.10505173,419.8918325,524.8647907,0.095262629
32.41575391,25.93260313,616.9839533,771.2299417,0.064831508
128.3314703,102.6651763,155.8464182,194.8080228,0.256662941
418.7510385,335.0008308,47.76107559,59.70134448,0.837502077
385.1187341,308.0949873,51.9320361,64.91504512,0.770237468
116.6705414,93.33643316,171.4228781,214.2785976,0.233341083
172.1867884,137.7494307,116.1529301,145.1911627,0.344373577
476.5746864,381.2597492,41.96613997,52.45767497,0.953149373
76.1597607,60.92780856,262.6058672,328.2573339,0.152319521
304.3826147,243.5060918,65.70677506,82.13346883,0.608765229
418.0676764,334.4541411,47.83914454,59.79893068,0.836135353
365.0668276,292.0534621,54.78449009,68.48061261,0.730133655
437.3743614,349.8994892,45.72741743,57.15927179,0.874748723
467.1899717,373.7519774,42.80913806,53.51142257,0.934379943
295.1654889,236.1323912,67.75859899,84.69824873,0.590330978
324.0817753,259.2654202,61.71281919,77.14102398,0.648163551
353.7289586,282.9831669,56.54046555,70.67558194,0.707457917
487.0536476,389.6429181,41.0632383,51.32904788,0.974107295
13.75935071,11.00748057,1453.556961,1816.946201,0.027518701
466.1696535,372.9357228,42.90283559,53.62854449,0.932339307
435.3404731,348.2723785,45.94105358,57.42631698,0.870680946
129.8329042,103.8663233,154.0441549,192.5551936,0.259665808
331.4521722,265.1617378,60.34053078,75.42566347,0.662904344
103.140865,82.51269199,193.9095624,242.3869531,0.20628173
336.005381,268.8043048,59.52285627,74.40357033,0.672010762
377.0532593,301.6426074,53.04290444,66.30363055,0.754106519
163.1054117,130.4843294,122.6200884,153.2751105,0.326210823
412.4676776,329.974142,48.48864793,60.61080991,0.824935355
37.79523367,30.23618694,529.1672536,661.459067,0.075590467
318.4203918,254.7363134,62.81004771,78.51255964,0.636840784
293.2626469,234.6101175,68.19825236,85.24781545,0.586525294
417.0584734,333.6467787,47.95490627,59.94363284,0.834116947
172.4084058,137.9267247,116.0036247,145.0045308,0.344816812
498.582731,398.8661848,40.11370382,50.14212977,0.997165462
360.1090088,288.087207,55.5387383,69.42342288,0.720218018
198.4290349,158.7432279,100.7917012,125.9896266,0.39685807
491.8567953,393.4854362,40.66224192,50.8278024,0.983713591
325.5713637,260.457091,61.43046419,76.78808024,0.651142727
33.7245854,26.97966832,593.039166,741.2989576,0.067449171
175.3988201,140.3190561,114.0258526,142.5323157,0.35079764
262.4527507,209.9622005,76.20419276,95.25524094,0.524905501
455.789334,364.6314672,43.87992107,54.84990134,0.911578668
53.46119696,42.76895757,374.1031091,467.6288864,0.106922394
458.4468344,366.7574676,43.62556026,54.53195032,0.916893669
197.7344318,158.1875454,101.1457631,126.4322039,0.395468864
133.2894513,106.6315611,150.0493835,187.5617294,0.266578903
97.9261308,78.34090464,204.2355788,255.2944734,0.195852262
234.7383145,187.7906516,85.2012593,106.5015741,0.469476629
93.96296935,75.17037548,212.8498082,266.0622602,0.187925939
440.2626831,352.2101465,45.42742496,56.78428121,0.880525366
39.9042806,31.92342448,501.1993626,626.4992033,0.079808561
336.3160647,269.0528517,59.46786996,74.33483745,0.672632129
329.6302194,263.7041755,60.67404875,75.84256094,0.659260439
282.8037355,226.2429884,70.72042372,88.40052965,0.565607471
254.173761,203.3390088,78.68632829,98.35791036,0.508347522
458.1266331,366.5013065,43.65605174,54.57006467,0.916253266
474.3922312,379.513785,42.15920642,52.69900803,0.948784462
420.9402871,336.7522296,47.51267725,59.39084656,0.841880574
305.5465459,244.4372367,65.45647552,81.8205944,0.611093092
303.6567156,242.9253725,65.86384879,82.32981099,0.607313431
330.6467617,264.5174093,60.48751211,75.60939014,0.661293523
161.6327755,129.3062204,123.73728,154.6716,0.323265551
250.1686093,200.1348874,79.94608139,99.93260174,0.500337219
2.636844722,2.109475777,7584.822814,9481.028517,0.005273689
481.7155531,385.3724425,41.51827748,51.89784685,0.963431106
221.8999007,177.5199206,90.13072983,112.6634123,0.443799801
281.396004,225.1168032,71.07421469,88.84276836,0.562792008
460.8187239,368.6549791,43.40101425,54.25126781,0.921637448
252.5204687,202.016375,79.20150037,99.00187547,0.505040937
276.3887658,221.1110126,72.36184127,90.45230159,0.552777532
277.1760181,221.7408144,72.15631475,90.19539344,0.554352036
482.5100523,386.0080418,41.44991364,51.81239205,0.965020105
202.1609405,161.7287524,98.93107913,123.6638489,0.404321881
481.6436413,385.3149131,41.52447636,51.90559545,0.963287283
491.1517387,392.9213909,40.72061326,50.90076657,0.982303477
369.6039648,295.6831718,54.11197364,67.63996705,0.73920793
362.9231641,290.3385313,55.10808341,68.88510426,0.725846328
460.6746943,368.5397554,43.41458354,54.26822943,0.921349389
378.6855237,302.948419,52.81427134,66.01783917,0.757371047
8.760343827,7.008275061,2283.015415,2853.769269,0.017520688
336.9550258,269.5640206,59.35510222,74.19387778,0.673910052
35.19638933,28.15711147,568.2401058,710.3001323,0.070392779
307.5731573,246.0585259,65.02518026,81.28147533,0.615146315
336.8251572,269.4601257,59.37798758,74.22248448,0.673650314
243.8067072,195.0453657,82.03219769,102.5402471,0.487613414
74.63865158,59.71092127,267.9576811,334.9471014,0.149277303
237.2098154,189.7678523,84.31354313,105.3919289,0.474419631
218.2273039,174.5818431,91.64756034,114.5594504,0.436454608
70.53064248,56.42451399,283.5646932,354.4558666,0.141061285
271.2349082,216.9879266,73.73682146,92.17102683,0.542469816
375.7966163,300.637293,53.22027696,66.5253462,0.751593233
422.2369757,337.7895806,47.36676594,59.20845742,0.844473951
233.5951524,186.8761219,85.61821508,107.0227688,0.467190305
271.0098203,216.8078562,73.79806378,92.24757973,0.542019641
456.3080517,365.0464413,43.83003965,54.78754957,0.912616103
55.7768027,44.62144216,358.5720054,448.2150068,0.111553605
264.7537724,211.8030179,75.54188867,94.42736084,0.529507545
198.6796935,158.9437548,100.6645402,125.8306753,0.397359387
434.6851691,347.7481353,46.01031142,57.51288928,0.869370338
103.3728802,82.69830414,193.4743423,241.8429278,0.20674576
3.921413744,3.137130995,5100.201434,6375.251793,0.007842827
499.4909933,399.5927946,40.04076203,50.05095254,0.998981987
210.2873777,168.2299022,95.10794331,118.8849291,0.420574755
236.4210341,189.1368273,84.5948419,105.7435524,0.472842068
0.132111685,0.105689348,151387.0628,189233.8285,0.000264223
96.21501198,76.97200958,207.8677702,259.8347128,0.192430024
129.2041501,103.3633201,154.7937894,193.4922368,0.2584083
20.75240405,16.60192324,963.7437646,1204.679706,0.041504808
41.11457969,32.89166375,486.4454447,608.0568059,0.082229159
492.2070727,393.7656582,40.63330478,50.79163097,0.984414145
118.1752336,94.5401869,169.2401985,211.5502482,0.236350467
108.2419543,86.59356344,184.7712389,230.9640487,0.216483909
190.7756196,152.6204957,104.8351988,131.0439985,0.381551239
387.724619,310.1796952,51.58300252,64.47875315,0.775449238
30.49244032,24.39395226,655.9002753,819.8753441,0.060984881
278.5121795,222.8097436,71.81014502,89.76268128,0.557024359
270.9047931,216.7238345,73.82667456,92.2833432,0.541809586
459.3541958,367.4833567,43.53938678,54.42423347,0.918708392
300.6963441,240.5570753,66.51228188,83.14035235,0.601392688
478.3036401,382.6429121,41.81444238,52.26805298,0.95660728
395.2258228,316.1806583,50.60398093,63.25497616,0.790451646
361.0621957,288.8497565,55.3921187,69.24014837,0.722124391
194.8152836,155.8522269,102.6613499,128.3266874,0.389630567
322.823319,258.2586552,61.95339314,77.44174143,0.645646638
440.1795872,352.1436698,45.43600063,56.79500078,0.880359174
78.44259883,62.75407907,254.9635058,318.7043822,0.156885198
66.22108205,52.97686564,302.0186228,377.5232785,0.132442164
236.0880779,188.8704623,84.71414644,105.892683,0.472176156
311.1889326,248.951146,64.26963786,80.33704732,0.622377865
338.4368295,270.7494636,59.09522327,73.86902908,0.676873659
446.3245004,357.0596004,44.81044617,56.01305771,0.892649001
382.358507,305.8868056,52.30693089,65.38366361,0.764717014
219.3953527,175.5162821,91.15963377,113.9495422,0.438790705
490.2445993,392.1956794,40.79596191,50.99495239,0.980489199
0.632337931,0.505870345,31628.65773,39535.82216,0.001264676
486.0286126,388.8228901,41.14984073,51.43730091,0.972057225
44.74602443,35.79681954,446.9670827,558.7088534,0.089492049
215.9867899,172.7894319,92.59825571,115.7478196,0.43197358
453.8273236,363.0618589,44.06962507,55.08703134,0.907654647
203.4734269,162.7787415,98.29293342,122.8661668,0.406946854
281.1817844,224.9454275,71.1283629,88.91045363,0.562363569
289.0148922,231.2119138,69.20058634,86.50073292,0.578029784
